# Mt Hood Test Site (651)
# Oregon  SNOTEL Site - 5370 ft
# Daily Data for Period of Record
#
# (As of: Mon Nov 10 19:54:47 PST 2014)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1980-07-02,,,32,32,32,
1980-07-03,,,32,32,32,
1980-07-04,,,32,32,32,
1980-07-05,,,32,32,32,
1980-07-06,,,32,32,32,
1980-07-07,,,32,32,32,
1980-07-08,,,32,32,32,
1980-07-09,,,32,32,32,
1980-07-10,,,32,32,32,
1980-07-11,,,32,32,32,
1980-07-12,,,32,32,32,
1980-07-13,,,32,32,32,
1980-07-14,,,32,32,32,
1980-07-15,,,32,32,32,
1980-07-16,,,32,32,32,
1980-07-17,,,32,32,32,
1980-07-18,,,32,32,32,
1980-07-19,,,32,32,32,
1980-07-20,,,32,32,32,
1980-07-21,,,32,32,32,
1980-07-22,,,32,32,32,
1980-07-23,,,32,32,32,
1980-07-24,,,32,32,32,
1980-07-25,,,32,32,32,
1980-07-26,,,32,32,32,
1980-07-27,,,32,32,32,
1980-07-28,,,32,32,32,
1980-07-29,,,32,32,32,
1980-07-30,,,32,32,32,
1980-07-31,,,32,32,32,
1980-08-01,,,32,32,32,
1980-08-02,,,32,32,32,
1980-08-03,,,32,32,32,
1980-08-04,,,32,32,32,
1980-08-05,,,32,32,32,
1980-08-06,,,32,32,32,
1980-08-07,,,32,32,32,
1980-08-08,,,32,32,32,
1980-08-09,,,32,32,32,
1980-08-10,,,32,32,32,
1980-08-11,,,32,32,32,
1980-08-12,,,32,32,32,
1980-08-13,,,32,32,32,
1980-08-14,,,32,32,32,
1980-08-15,,,32,32,32,
1980-08-16,,,32,32,32,
1980-08-17,,,32,32,32,
1980-08-18,,,32,32,32,
1980-08-19,,,32,32,32,
1980-08-20,,,32,32,32,
1980-08-21,,,32,32,32,
1980-08-22,,,32,32,32,
1980-08-23,,,32,32,32,
1980-08-24,,,32,32,32,
1980-08-25,,,32,32,32,
1980-08-26,,,,,,
1980-08-27,,,,,,
1980-08-28,,,,,,
1980-08-29,,,,,,
1980-08-30,,,,,,
1980-08-31,,,,,,
1980-09-01,,,,,,
1980-09-02,,,,,,
1980-09-03,,,,,,
1980-09-04,,,,,,
1980-09-05,,,,,,
1980-09-06,,,,,,
1980-09-07,,,,,,
1980-09-08,,,,,,
1980-09-09,,,,,,
1980-09-10,,,,,,
1980-09-11,,,32,32,32,
1980-09-12,,,32,32,32,
1980-09-13,,,32,32,32,
1980-09-14,,,32,32,32,
1980-09-15,,,32,32,32,
1980-09-16,,,32,32,32,
1980-09-17,,,,,,
1980-09-18,,,,,,
1980-09-19,,,,,,
1980-09-20,,,,,,
1980-09-21,,,,,,
1980-09-22,,,,,,
1980-09-23,,,,,,
1980-09-24,,,,,,
1980-09-25,,,,,,
1980-09-26,,,,,,
1980-09-27,,,,,,
1980-09-28,,,,,,
1980-09-29,,,,,,
1980-09-30,,,,,,
1980-10-01,0.0,0.0,,,,0.10
1980-10-02,0.0,0.1,,,,0.40
1980-10-03,0.0,0.5,,,,0.10
1980-10-04,0.0,0.6,,,,0.10
1980-10-05,0.0,0.7,,,,0.00
1980-10-06,0.0,0.7,,,,0.00
1980-10-07,0.0,0.7,,,,0.00
1980-10-08,0.0,0.7,,,,0.00
1980-10-09,0.0,0.7,,,,0.00
1980-10-10,0.0,0.7,,,,0.00
1980-10-11,0.0,0.7,,,,0.00
1980-10-12,0.0,0.7,,,,0.00
1980-10-13,0.0,0.7,,,,0.00
1980-10-14,0.0,0.7,,,,0.00
1980-10-15,0.0,0.7,,,,0.00
1980-10-16,0.0,0.7,,,,0.00
1980-10-17,0.0,0.7,,,,0.00
1980-10-18,0.0,0.7,,,,0.00
1980-10-19,0.0,0.7,,,,0.00
1980-10-20,0.0,0.7,,,,0.00
1980-10-21,0.0,0.7,,,,0.00
1980-10-22,0.0,0.7,,,,0.00
1980-10-23,0.0,0.7,,,,0.00
1980-10-24,0.0,0.7,,,,0.10
1980-10-25,0.0,0.8,,,,0.00
1980-10-26,0.0,0.8,,,,0.00
1980-10-27,0.0,0.8,,,,0.00
1980-10-28,0.0,0.8,,,,0.00
1980-10-29,0.0,0.8,,,,0.00
1980-10-30,0.0,0.8,,,,0.00
1980-10-31,0.0,0.8,,,,0.00
1980-11-01,0.0,0.8,,,,0.20
1980-11-02,0.0,1.0,,,,0.20
1980-11-03,0.0,1.2,,,,0.20
1980-11-04,0.0,1.4,,,,0.00
1980-11-05,0.0,1.4,,,,0.20
1980-11-06,0.0,1.6,,,,2.10
1980-11-07,0.0,3.7,,,,2.10
1980-11-08,0.0,5.8,,,,0.40
1980-11-09,0.0,6.2,,,,0.70
1980-11-10,0.0,6.9,,,,0.00
1980-11-11,0.0,6.9,,,,0.00
1980-11-12,0.0,6.9,,,,0.00
1980-11-13,0.0,6.9,,,,0.00
1980-11-14,0.0,6.9,,,,0.70
1980-11-15,0.3,7.6,,,,0.00
1980-11-16,0.3,7.6,,,,0.00
1980-11-17,0.3,7.6,,,,0.20
1980-11-18,0.2,7.8,,,,0.00
1980-11-19,0.2,7.8,,,,0.00
1980-11-20,0.2,7.8,,,,0.10
1980-11-21,0.0,7.9,,,,1.30
1980-11-22,0.5,9.2,,,,0.20
1980-11-23,0.6,9.4,,,,0.20
1980-11-24,0.7,9.6,,,,0.10
1980-11-25,0.8,9.7,,,,0.00
1980-11-26,0.8,9.7,,,,0.00
1980-11-27,0.8,9.7,,,,0.60
1980-11-28,1.0,10.3,,,,0.70
1980-11-29,1.7,11.0,,,,0.70
1980-11-30,1.9,11.7,,,,0.20
1980-12-01,2.0,11.9,,,,1.10
1980-12-02,2.5,13.0,,,,3.20
1980-12-03,3.9,16.2,,,,1.40
1980-12-04,4.9,17.6,,,,1.10
1980-12-05,5.2,18.7,,,,0.70
1980-12-06,6.0,19.4,,,,0.70
1980-12-07,6.5,20.1,,,,0.00
1980-12-08,6.5,20.1,,,,0.00
1980-12-09,6.5,20.1,,,,0.00
1980-12-10,6.5,20.1,,,,0.00
1980-12-11,6.5,20.1,,,,0.00
1980-12-12,6.5,20.1,,,,0.00
1980-12-13,6.5,20.1,,,,0.10
1980-12-14,6.6,20.2,,,,0.00
1980-12-15,6.6,20.2,,,,0.00
1980-12-16,6.6,20.2,,,,0.00
1980-12-17,6.6,20.2,,,,0.00
1980-12-18,6.6,20.2,,,,0.00
1980-12-19,6.6,20.2,,,,0.20
1980-12-20,6.7,20.4,,,,0.80
1980-12-21,6.5,21.2,,,,2.50
1980-12-22,6.0,23.7,,,,1.40
1980-12-23,6.5,25.1,,,,0.20
1980-12-24,6.6,25.3,,,,4.20
1980-12-25,6.5,29.5,,,,3.30
1980-12-26,6.4,32.8,,,,0.30
1980-12-27,6.0,33.1,,,,0.60
1980-12-28,6.5,33.7,,,,0.30
1980-12-29,6.5,34.0,,,,0.60
1980-12-30,6.4,34.6,,,,0.40
1980-12-31,6.0,35.0,32,32,32,0.20
1981-01-01,6.2,35.2,32,32,32,0.00
1981-01-02,6.2,35.2,32,32,32,0.00
1981-01-03,6.2,35.2,32,32,32,0.00
1981-01-04,6.2,35.2,32,32,32,0.00
1981-01-05,6.2,35.2,32,32,32,0.00
1981-01-06,6.2,35.2,32,32,32,0.00
1981-01-07,6.2,35.2,32,32,32,0.00
1981-01-08,6.2,35.2,32,32,32,0.00
1981-01-09,6.2,35.2,32,32,32,0.00
1981-01-10,6.0,35.2,32,32,32,0.00
1981-01-11,6.0,35.2,32,32,32,0.00
1981-01-12,5.8,35.2,32,32,32,0.00
1981-01-13,5.6,35.2,32,32,32,0.00
1981-01-14,5.5,35.2,32,32,32,0.00
1981-01-15,5.4,35.2,32,32,32,0.00
1981-01-16,5.4,35.2,32,32,32,0.00
1981-01-17,5.4,35.2,32,32,32,0.00
1981-01-18,5.4,35.2,32,32,32,0.00
1981-01-19,5.4,35.2,32,32,32,0.00
1981-01-20,5.4,35.2,,,,0.00
1981-01-21,5.4,35.2,32,32,32,0.90
1981-01-22,5.8,36.1,32,32,32,0.80
1981-01-23,6.1,36.9,32,32,32,0.60
1981-01-24,6.9,37.5,32,32,32,1.00
1981-01-25,7.4,38.5,32,32,32,0.90
1981-01-26,7.9,39.4,32,32,32,1.30
1981-01-27,8.5,40.7,32,32,32,0.30
1981-01-28,8.8,41.0,32,32,32,0.80
1981-01-29,9.7,41.8,32,32,32,0.10
1981-01-30,9.9,41.9,32,32,32,0.10
1981-01-31,10.1,42.0,32,32,32,0.00
1981-02-01,10.1,42.0,32,32,32,0.00
1981-02-02,10.1,42.0,32,32,32,0.10
1981-02-03,10.5,42.1,32,32,32,0.00
1981-02-04,10.6,42.1,32,32,32,0.10
1981-02-05,10.7,42.2,32,32,32,0.00
1981-02-06,10.8,42.2,32,32,32,0.00
1981-02-07,10.8,42.2,32,32,32,0.00
1981-02-08,10.8,42.2,32,32,32,0.30
1981-02-09,10.9,42.5,32,32,32,0.20
1981-02-10,11.6,42.7,32,32,32,0.00
1981-02-11,11.6,42.7,32,32,32,1.60
1981-02-12,13.2,44.3,32,32,32,0.10
1981-02-13,13.1,44.4,32,32,32,1.10
1981-02-14,12.4,45.5,32,32,32,1.00
1981-02-15,13.2,46.5,32,32,32,2.30
1981-02-16,14.0,48.8,32,32,32,2.10
1981-02-17,14.0,50.9,32,32,32,1.70
1981-02-18,14.0,52.6,32,32,32,2.10
1981-02-19,14.0,54.7,32,32,32,1.00
1981-02-20,14.8,55.7,32,32,32,0.00
1981-02-21,14.8,55.7,32,32,32,0.30
1981-02-22,14.7,56.0,32,32,32,0.00
1981-02-23,14.6,56.0,32,32,32,1.00
1981-02-24,15.4,57.0,32,32,32,0.10
1981-02-25,15.7,57.1,32,32,32,0.30
1981-02-26,15.8,57.4,32,32,32,0.10
1981-02-27,16.1,57.5,32,32,32,0.10
1981-02-28,16.1,57.6,32,32,32,0.00
1981-03-01,16.3,57.6,32,32,32,0.00
1981-03-02,16.3,57.6,32,32,32,0.00
1981-03-03,16.3,57.6,32,32,32,0.30
1981-03-04,16.5,57.9,32,32,32,0.00
1981-03-05,16.5,57.9,32,32,32,0.10
1981-03-06,16.8,58.0,32,32,32,0.00
1981-03-07,16.8,58.0,32,32,32,0.00
1981-03-08,16.8,58.0,32,32,32,0.00
1981-03-09,16.8,58.0,32,32,32,0.00
1981-03-10,16.8,58.0,32,32,32,0.00
1981-03-11,16.8,58.0,32,32,32,0.00
1981-03-12,16.8,58.0,32,32,32,0.10
1981-03-13,16.8,58.1,32,32,32,0.00
1981-03-14,16.8,58.1,32,32,32,0.00
1981-03-15,16.8,58.1,32,32,32,0.10
1981-03-16,17.6,58.2,32,32,32,0.80
1981-03-17,18.1,59.0,32,32,32,0.20
1981-03-18,18.1,59.2,32,32,32,0.10
1981-03-19,18.1,59.3,32,32,32,0.30
1981-03-20,18.1,59.6,32,32,32,0.00
1981-03-21,18.3,59.6,32,32,32,0.50
1981-03-22,18.8,60.1,32,32,32,0.10
1981-03-23,18.8,60.2,32,32,32,0.00
1981-03-24,18.8,60.2,32,32,32,0.70
1981-03-25,19.1,60.9,32,32,32,0.20
1981-03-26,19.6,61.1,32,32,32,0.10
1981-03-27,20.3,61.2,32,32,32,0.00
1981-03-28,20.3,61.2,32,32,32,0.60
1981-03-29,20.5,61.8,32,32,32,0.40
1981-03-30,21.3,62.2,32,32,32,1.80
1981-03-31,23.5,64.0,32,32,32,0.80
1981-04-01,24.3,64.8,32,32,32,0.20
1981-04-02,24.5,65.0,32,32,32,1.00
1981-04-03,25.6,66.0,32,32,32,1.00
1981-04-04,26.7,67.0,32,32,32,0.00
1981-04-05,26.7,67.0,32,32,32,1.10
1981-04-06,28.0,68.1,32,32,32,0.60
1981-04-07,28.7,68.7,32,32,32,0.50
1981-04-08,28.9,69.2,32,32,32,1.10
1981-04-09,30.3,70.3,32,32,32,0.80
1981-04-10,30.8,71.1,32,32,32,0.50
1981-04-11,31.8,71.6,32,32,32,1.40
1981-04-12,33.9,73.0,32,32,32,1.00
1981-04-13,34.6,74.0,32,32,32,0.00
1981-04-14,34.6,74.0,32,32,32,0.00
1981-04-15,34.6,74.0,32,32,32,0.00
1981-04-16,34.6,74.0,32,32,32,0.00
1981-04-17,34.6,74.0,32,32,32,0.00
1981-04-18,34.6,74.0,32,32,32,0.60
1981-04-19,34.0,74.6,32,32,32,0.00
1981-04-20,33.8,74.6,32,32,32,0.00
1981-04-21,33.8,74.6,32,32,32,0.40
1981-04-22,33.8,75.0,32,32,32,0.70
1981-04-23,33.8,75.7,32,32,32,0.10
1981-04-24,33.1,75.8,32,32,32,0.30
1981-04-25,32.6,76.1,,,,0.00
1981-04-26,32.4,76.1,32,32,32,0.00
1981-04-27,32.2,76.1,32,32,32,0.60
1981-04-28,32.2,76.7,32,32,32,0.30
1981-04-29,31.8,77.0,32,32,32,0.00
1981-04-30,31.1,77.0,32,32,32,0.00
1981-05-01,29.9,77.0,32,32,32,0.20
1981-05-02,29.3,77.2,,,,0.00
1981-05-03,29.3,77.2,,,,1.10
1981-05-04,30.3,78.3,32,32,32,0.00
1981-05-05,30.3,78.3,32,32,32,0.60
1981-05-06,30.4,78.9,32,32,32,0.50
1981-05-07,31.1,79.4,32,32,32,0.00
1981-05-08,31.5,79.4,,,,0.00
1981-05-09,31.3,79.4,32,32,32,0.40
1981-05-10,31.1,79.8,32,32,32,0.20
1981-05-11,31.1,80.0,32,32,32,0.30
1981-05-12,31.1,80.3,32,32,32,0.30
1981-05-13,30.9,80.6,32,32,32,0.00
1981-05-14,30.0,80.6,32,32,32,0.20
1981-05-15,30.0,80.8,32,32,32,0.50
1981-05-16,30.4,81.3,32,32,32,0.10
1981-05-17,30.4,81.4,32,32,32,0.50
1981-05-18,30.4,81.9,32,32,32,0.90
1981-05-19,30.9,82.8,32,32,32,0.00
1981-05-20,29.6,82.8,32,32,32,0.00
1981-05-21,28.8,82.8,32,32,32,0.40
1981-05-22,28.0,83.2,32,32,32,0.00
1981-05-23,27.5,83.2,32,32,32,0.40
1981-05-24,27.3,83.6,32,32,32,0.20
1981-05-25,26.5,83.8,32,32,32,0.40
1981-05-26,25.5,84.2,32,32,32,0.00
1981-05-27,24.6,84.2,32,32,32,0.00
1981-05-28,23.3,84.2,32,32,32,0.00
1981-05-29,21.8,84.2,32,32,32,0.00
1981-05-30,20.0,84.2,32,32,32,0.00
1981-05-31,18.6,84.2,32,32,32,0.00
1981-06-01,17.5,84.2,32,32,32,0.20
1981-06-02,16.1,84.4,32,32,32,0.00
1981-06-03,14.3,84.4,32,32,32,0.10
1981-06-04,13.7,84.5,32,32,32,0.50
1981-06-05,12.4,85.0,32,32,32,0.40
1981-06-06,10.8,85.4,32,32,32,0.00
1981-06-07,9.5,85.4,32,32,32,1.70
1981-06-08,9.5,87.1,32,32,32,2.00
1981-06-09,9.5,89.1,32,32,32,0.60
1981-06-10,8.3,89.7,32,32,32,0.20
1981-06-11,7.4,89.9,32,32,32,0.20
1981-06-12,6.0,90.1,32,32,32,1.20
1981-06-13,7.2,91.3,32,32,32,0.00
1981-06-14,6.7,91.3,32,32,32,0.00
1981-06-15,6.0,91.3,32,32,32,1.00
1981-06-16,5.1,92.3,32,32,32,0.70
1981-06-17,3.9,93.0,32,32,32,0.00
1981-06-18,2.1,93.0,32,32,32,1.30
1981-06-19,1.1,94.3,32,32,32,0.50
1981-06-20,0.0,94.8,32,32,32,0.00
1981-06-21,0.0,94.8,32,32,32,0.10
1981-06-22,0.0,94.9,32,32,32,0.60
1981-06-23,0.0,95.5,32,32,32,0.20
1981-06-24,0.0,95.7,32,32,32,0.00
1981-06-25,0.0,95.7,32,32,32,0.00
1981-06-26,0.0,95.7,32,32,32,0.00
1981-06-27,0.0,95.7,32,32,32,0.00
1981-06-28,0.0,95.7,32,32,32,0.00
1981-06-29,0.0,95.7,32,32,32,0.00
1981-06-30,0.0,95.7,32,32,32,0.00
1981-07-01,0.0,95.7,32,32,32,0.00
1981-07-02,0.0,95.7,32,32,32,0.20
1981-07-03,0.0,95.9,32,32,32,1.20
1981-07-04,0.0,97.1,,,,0.00
1981-07-05,0.0,97.1,32,32,32,0.00
1981-07-06,0.0,97.1,32,32,32,0.00
1981-07-07,0.0,97.1,32,32,32,0.20
1981-07-08,0.0,97.3,32,32,32,0.00
1981-07-09,0.0,97.3,32,32,32,0.00
1981-07-10,0.0,97.3,32,32,32,0.00
1981-07-11,0.0,97.3,32,32,32,0.30
1981-07-12,0.0,97.6,32,32,32,0.10
1981-07-13,0.0,97.7,32,32,32,0.00
1981-07-14,0.0,97.7,32,32,32,0.20
1981-07-15,0.0,97.9,32,32,32,0.60
1981-07-16,0.0,98.5,32,32,32,0.00
1981-07-17,0.0,98.5,32,32,32,0.00
1981-07-18,0.0,98.5,32,32,32,0.00
1981-07-19,0.0,98.5,32,32,32,0.00
1981-07-20,0.0,98.5,32,32,32,0.00
1981-07-21,0.0,98.5,32,32,32,0.00
1981-07-22,0.0,98.5,32,32,32,0.00
1981-07-23,0.0,98.5,32,32,32,0.00
1981-07-24,0.0,98.5,32,32,32,0.00
1981-07-25,0.0,98.5,32,32,32,0.00
1981-07-26,0.0,98.5,32,32,32,0.00
1981-07-27,0.0,98.5,32,32,32,0.00
1981-07-28,0.0,98.5,32,32,32,0.00
1981-07-29,0.0,98.5,32,32,32,0.00
1981-07-30,0.0,98.5,32,32,32,0.00
1981-07-31,0.0,98.5,32,32,32,0.00
1981-08-01,0.0,98.5,32,32,32,0.00
1981-08-02,0.0,98.5,32,32,32,0.00
1981-08-03,0.0,98.5,32,32,32,0.00
1981-08-04,0.0,98.5,32,32,32,0.00
1981-08-05,0.0,98.5,32,32,32,0.00
1981-08-06,0.0,98.5,32,32,32,0.00
1981-08-07,0.0,98.5,32,32,32,0.00
1981-08-08,0.0,98.5,32,32,32,0.00
1981-08-09,0.0,98.5,32,32,32,0.00
1981-08-10,0.0,98.5,32,32,32,0.00
1981-08-11,0.0,98.5,32,32,32,0.00
1981-08-12,0.0,98.5,32,32,32,0.00
1981-08-13,0.0,98.5,32,32,32,0.00
1981-08-14,0.0,98.5,32,32,32,0.00
1981-08-15,0.0,98.5,32,32,32,0.00
1981-08-16,0.0,98.5,32,32,32,0.00
1981-08-17,0.0,98.5,32,32,32,0.10
1981-08-18,0.0,98.6,32,32,32,0.40
1981-08-19,0.0,99.0,32,32,32,0.00
1981-08-20,0.0,99.0,32,32,32,0.00
1981-08-21,0.0,99.0,32,32,32,0.00
1981-08-22,0.0,99.0,32,32,32,0.00
1981-08-23,0.0,99.0,32,32,32,0.30
1981-08-24,0.0,99.3,32,32,32,0.00
1981-08-25,0.0,99.3,32,32,32,0.00
1981-08-26,0.0,99.3,32,32,32,0.00
1981-08-27,0.0,99.3,32,32,32,0.00
1981-08-28,0.0,99.3,32,32,32,0.00
1981-08-29,0.0,99.3,32,32,32,0.00
1981-08-30,0.0,99.3,32,32,32,0.00
1981-08-31,0.0,99.3,32,32,32,0.00
1981-09-01,0.0,99.3,32,32,32,0.00
1981-09-02,0.0,99.3,32,32,32,0.00
1981-09-03,0.0,99.3,32,32,32,0.00
1981-09-04,0.0,99.3,32,32,32,0.00
1981-09-05,0.0,99.3,32,32,32,0.00
1981-09-06,0.0,99.3,,,,0.00
1981-09-07,0.0,99.3,,,,0.00
1981-09-08,0.0,99.3,32,32,32,0.00
1981-09-09,0.0,99.3,32,32,32,0.00
1981-09-10,0.0,99.3,32,32,32,0.00
1981-09-11,0.0,99.3,32,32,32,0.00
1981-09-12,0.0,99.3,32,32,32,0.00
1981-09-13,0.0,99.3,32,32,32,0.00
1981-09-14,0.0,99.3,32,32,32,0.20
1981-09-15,0.0,99.5,32,32,32,0.00
1981-09-16,0.0,99.5,32,32,32,0.00
1981-09-17,0.0,99.5,32,32,32,0.00
1981-09-18,0.0,99.5,32,32,32,0.00
1981-09-19,0.0,99.5,32,32,32,0.00
1981-09-20,0.0,99.5,32,32,32,0.50
1981-09-21,0.0,100.0,32,32,32,0.60
1981-09-22,0.0,100.6,32,32,32,0.30
1981-09-23,0.0,100.9,32,32,32,0.00
1981-09-24,0.0,100.9,32,32,32,0.30
1981-09-25,0.0,101.2,32,32,32,0.20
1981-09-26,0.0,101.4,,,,0.00
1981-09-27,0.0,101.4,32,32,32,1.90
1981-09-28,0.0,103.3,32,32,32,0.10
1981-09-29,0.0,103.4,32,32,32,0.30
1981-09-30,0.0,103.7,,,,0.00
1981-10-01,0.0,0.0,,,,0.00
1981-10-02,0.0,0.0,,,,0.20
1981-10-03,0.2,0.2,,,,0.90
1981-10-04,0.5,1.1,,,,0.00
1981-10-05,0.4,1.1,,,,0.60
1981-10-06,0.1,1.7,,,,1.40
1981-10-07,0.0,3.1,,,,0.50
1981-10-08,0.3,3.6,,,,1.50
1981-10-09,0.7,5.1,,,,0.20
1981-10-10,0.7,5.3,,,,0.00
1981-10-11,0.7,5.3,,,,0.00
1981-10-12,0.7,5.3,,,,0.10
1981-10-13,0.7,5.4,,,,0.00
1981-10-14,0.7,5.4,,,,0.00
1981-10-15,0.5,5.4,,,,0.00
1981-10-16,0.4,5.4,,,,0.00
1981-10-17,0.3,5.4,,,,0.00
1981-10-18,0.1,5.4,,,,0.00
1981-10-19,0.0,5.4,,,,0.00
1981-10-20,0.0,5.4,,,,0.00
1981-10-21,0.0,5.4,,,,0.00
1981-10-22,0.0,5.4,,,,0.00
1981-10-23,0.0,5.4,,,,0.00
1981-10-24,0.0,5.4,,,,0.00
1981-10-25,0.0,5.4,,,,0.00
1981-10-26,0.0,5.4,,,,0.20
1981-10-27,0.1,5.6,,,,0.20
1981-10-28,0.1,5.8,,,,0.60
1981-10-29,0.5,6.4,,,,0.60
1981-10-30,1.1,7.0,,,,1.40
1981-10-31,0.9,8.4,,,,0.20
1981-11-01,0.7,8.6,,,,0.00
1981-11-02,0.7,8.6,,,,0.00
1981-11-03,0.7,8.6,,,,0.00
1981-11-04,0.7,8.6,,,,0.00
1981-11-05,0.7,8.6,,,,0.00
1981-11-06,0.7,8.6,,,,0.00
1981-11-07,0.7,8.6,,,,0.00
1981-11-08,0.7,8.6,,,,0.00
1981-11-09,0.7,8.6,,,,0.00
1981-11-10,0.3,8.6,,,,0.00
1981-11-11,0.1,8.6,,,,0.60
1981-11-12,0.3,9.2,,,,0.30
1981-11-13,0.0,9.5,,,,0.40
1981-11-14,0.4,9.9,,,,0.90
1981-11-15,1.1,10.8,,,,0.40
1981-11-16,1.6,11.2,,,,0.30
1981-11-17,2.0,11.5,,,,0.90
1981-11-18,2.9,12.4,,,,0.20
1981-11-19,3.0,12.6,,,,0.00
1981-11-20,3.3,12.6,,,,0.50
1981-11-21,3.8,13.1,,,,1.90
1981-11-22,5.1,15.0,,,,0.50
1981-11-23,5.6,15.5,,,,0.30
1981-11-24,5.9,15.8,,,,0.00
1981-11-25,5.9,15.8,,,,0.30
1981-11-26,6.3,16.1,,,,0.20
1981-11-27,6.2,16.3,,,,0.00
1981-11-28,6.1,16.3,,,,0.00
1981-11-29,6.1,16.3,,,,0.00
1981-11-30,6.1,16.3,,,,2.00
1981-12-01,8.0,18.3,,,,2.80
1981-12-02,10.8,21.1,,,,0.50
1981-12-03,11.2,21.6,,,,0.50
1981-12-04,11.6,22.1,,,,0.20
1981-12-05,11.8,22.3,,,,3.60
1981-12-06,15.1,25.9,,,,1.30
1981-12-07,16.3,27.2,,,,0.60
1981-12-08,16.3,27.8,,,,0.10
1981-12-09,16.1,27.9,,,,0.10
1981-12-10,17.0,28.0,,,,0.50
1981-12-11,17.5,28.5,,,,0.60
1981-12-12,17.6,29.1,,,,0.20
1981-12-13,17.9,29.3,,,,0.10
1981-12-14,18.1,29.4,,,,1.70
1981-12-15,20.9,31.1,,,,0.60
1981-12-16,21.8,31.7,,,,0.00
1981-12-17,21.8,31.7,,,,1.10
1981-12-18,23.7,32.8,,,,4.10
1981-12-19,30.4,36.9,,,,0.40
1981-12-20,31.0,37.3,,,,0.40
1981-12-21,31.6,37.7,,,,0.10
1981-12-22,31.8,37.8,,,,0.20
1981-12-23,32.1,38.0,,,,0.10
1981-12-24,32.3,38.1,,,,0.10
1981-12-25,32.5,38.2,,,,0.20
1981-12-26,32.8,38.4,,,,0.10
1981-12-27,33.0,38.5,,,,0.10
1981-12-28,33.2,38.6,,,,0.00
1981-12-29,33.2,38.6,,,,0.00
1981-12-30,33.2,38.6,,,,0.50
1981-12-31,33.7,39.1,,,,0.00
1982-01-01,34.7,39.1,,,,0.80
1982-01-02,35.5,39.9,,,,2.00
1982-01-03,37.6,41.9,,,,0.00
1982-01-04,37.6,41.9,,,,4.10
1982-01-05,41.7,46.0,,,,7.60
1982-01-06,49.3,53.6,,,,0.00
1982-01-07,49.3,53.6,,,,0.00
1982-01-08,49.3,53.6,,,,0.00
1982-01-09,49.3,53.6,,,,0.00
1982-01-10,49.3,53.6,,,,0.60
1982-01-11,49.8,54.2,,,,0.00
1982-01-12,49.8,54.2,,,,0.00
1982-01-13,49.8,54.2,,,,0.00
1982-01-14,49.8,54.2,,,,0.00
1982-01-15,49.8,54.2,,,,0.70
1982-01-16,49.8,54.9,,,,0.70
1982-01-17,49.8,55.6,,,,0.00
1982-01-18,49.8,55.6,,,,0.00
1982-01-19,51.5,55.6,,,,0.00
1982-01-20,51.5,55.6,,,,0.00
1982-01-21,51.5,55.6,,,,1.60
1982-01-22,52.1,57.2,,,,0.20
1982-01-23,52.3,57.4,,,,0.30
1982-01-24,52.6,57.7,,,,0.00
1982-01-25,52.6,57.7,,,,0.60
1982-01-26,53.2,58.3,,,,0.50
1982-01-27,53.7,58.8,,,,0.90
1982-01-28,54.6,59.7,,,,0.50
1982-01-29,55.1,60.2,,,,0.90
1982-01-30,56.0,61.1,,,,0.40
1982-01-31,56.4,61.5,,,,0.40
1982-02-01,57.5,61.9,,,,1.20
1982-02-02,58.7,63.1,,,,0.00
1982-02-03,58.7,63.1,,,,0.00
1982-02-04,58.7,63.1,,,,0.00
1982-02-05,58.7,63.1,,,,0.50
1982-02-06,59.2,63.6,,,,0.70
1982-02-07,59.9,64.3,,,,1.20
1982-02-08,61.1,65.5,,,,0.00
1982-02-09,61.1,65.5,,,,0.20
1982-02-10,61.3,65.7,,,,0.00
1982-02-11,61.3,65.7,,,,0.00
1982-02-12,61.3,65.7,,,,0.30
1982-02-13,61.6,66.0,,,,0.00
1982-02-14,61.6,66.0,,,,0.00
1982-02-15,61.6,66.0,,,,3.70
1982-02-16,62.2,69.7,,,,2.00
1982-02-17,63.1,71.7,,,,1.20
1982-02-18,63.3,72.9,,,,1.30
1982-02-19,63.4,74.2,,,,1.50
1982-02-20,63.6,75.7,,,,0.50
1982-02-21,63.7,76.2,,,,0.90
1982-02-22,63.9,77.1,,,,1.50
1982-02-23,64.9,78.6,,,,0.50
1982-02-24,65.2,79.1,,,,1.20
1982-02-25,66.2,80.3,,,,0.40
1982-02-26,66.5,80.7,,,,0.10
1982-02-27,66.6,80.8,,,,0.10
1982-02-28,66.7,80.9,,,,0.30
1982-03-01,67.0,81.2,,,,0.40
1982-03-02,67.4,81.6,,,,0.10
1982-03-03,67.5,81.7,,,,0.20
1982-03-04,67.7,81.9,,,,0.60
1982-03-05,68.2,82.5,,,,1.40
1982-03-06,69.3,83.9,,,,0.00
1982-03-07,69.3,83.9,,,,0.00
1982-03-08,69.3,83.9,,,,0.40
1982-03-09,69.5,84.3,,,,0.50
1982-03-10,69.8,84.8,,,,0.40
1982-03-11,70.1,85.2,,,,1.50
1982-03-12,71.2,86.7,,,,3.60
1982-03-13,73.7,90.3,,,,0.60
1982-03-14,74.3,90.9,,,,0.00
